Machine_ID,value_ISO,value_DEMO,value_ACC,value_P2P,valueTEMP,minute,second,year,month,day,hour
1,0.35937503,0.000322342,0.012817384,0.043945316,25.0,58,25,2022,12,7,12
1,0.35937503,0.000322342,0.012817384,0.043945316,25.0,58,30,2022,12,7,12
1,0.35937503,0.000322342,0.012817384,0.043945316,25.0,58,35,2022,12,7,12
1,0.35937503,0.000322342,0.012817384,0.043945316,25.0,58,40,2022,12,7,12
1,0.35937503,0.000322342,0.012817384,0.043945316,25.0,58,45,2022,12,7,12
1,0.35937503,0.000322342,0.012817384,0.043945316,25.0,58,50,2022,12,7,12
1,0.361328155,0.000320435,0.012817384,0.044433597,25.0,58,55,2022,12,7,12
1,0.361328155,0.000320435,0.012817384,0.044433597,25.0,59,0,2022,12,7,12
1,0.361328155,0.000320435,0.012817384,0.044433597,25.0,59,5,2022,12,7,12
1,0.361328155,0.000320435,0.012817384,0.044433597,25.0,59,10,2022,12,7,12
1,0.361328155,0.000320435,0.012817384,0.044433597,25.0,59,15,2022,12,7,12
1,0.361328155,0.000320435,0.012817384,0.044433597,25.0,59,20,2022,12,7,12
1,0.361328155,0.000318527,0.012878419,0.044189457,25.0,59,25,2022,12,7,12
1,0.361328155,0.000318527,0.012878419,0.044189457,25.0,59,30,2022,12,7,12
1,0.361328155,0.000318527,0.012878419,0.044189457,25.0,59,35,2022,12,7,12
1,0.361328155,0.000318527,0.012878419,0.044189457,25.0,59,40,2022,12,7,12
1,0.361328155,0.000318527,0.012878419,0.044189457,25.0,59,45,2022,12,7,12
1,0.361328155,0.000318527,0.012878419,0.044189457,25.0,59,50,2022,12,7,12
1,0.361328155,0.000314713,0.012878419,0.044677738,25.0,59,55,2022,12,7,12
1,0.361328155,0.000314713,0.012878419,0.044677738,25.0,0,0,2022,12,7,13
1,0.361328155,0.000314713,0.012878419,0.044677738,25.0,0,5,2022,12,7,13
1,0.361328155,0.000314713,0.012878419,0.044677738,25.0,0,11,2022,12,7,13
1,0.361328155,0.000314713,0.012878419,0.044677738,25.0,0,16,2022,12,7,13
